6.758950221898344601e+00,6.134416195010789608e+00
-3.792102384233534629e+00,-2.216736099878502841e+00
-2.829943233386292611e+00,-9.174855595436635980e+00
-8.848588986114934718e-01,-7.985585806339955184e+00
6.432243656650104668e+00,-2.882214157249162856e+00
5.730881381726215196e+00,5.313944732067117371e+00
-1.769263737325554864e-01,-8.271045268576875387e+00
-3.370108511022809950e+00,-3.830959323185610721e+00
2.513785218927136800e+00,-1.111790790217771985e+01
-7.096829604265484370e-01,-1.009182571945203932e+01
-8.416576725280223714e-01,-7.288485780674852421e+00
-3.701622876494297110e+00,-2.916537020638036992e+00
8.546527468572854502e+00,-6.507344903594567853e+00
-1.583809032848933152e+00,-7.495473382214701275e+00
7.384190839159219699e+00,4.794203438496656311e+00
-3.703102253309174419e+00,-4.812750307535436534e+00
7.952308427662045709e+00,5.425111597154685938e+00
1.110880921284899348e+00,-9.659195884367484553e+00
8.212990237806396365e+00,4.321258352491644139e+00
-4.665414169309727299e+00,-4.664938304327321816e+00
-2.854984817941897735e+00,-8.515763794872231784e+00
7.925882235208449700e+00,3.412863681181607323e+00
1.554980667804980010e+00,-9.670864137783251380e+00
-1.823110216793413674e+00,-8.199352909097626707e+00
2.117869047855267084e+00,-9.665006353131289529e+00
2.336834575875716524e+00,-9.603729993477834626e+00
1.335339992671712661e+00,-9.610792320766506691e+00
5.519859937337137090e+00,3.863306692179631519e+00
7.568242215481125967e+00,3.707871174977692696e+00
7.806935186808088289e+00,4.967589624605292187e+00
-2.318236460336980720e+00,-4.030511580777951686e+00
4.824673072946565000e+00,-4.267353239071887572e+00
-2.692474143762907612e+00,-2.076987565142961678e+00
-2.813462040236504702e+00,-7.068996120888981771e+00
-3.742096591784542348e+00,-4.580262123812751440e+00
-1.807913122625958602e+00,-6.193690370865169825e+00
5.896469172212476906e+00,2.160094126602477349e+00
6.666732588958182326e+00,4.886638114174871816e+00
-3.177856854895913852e+00,-3.524853856061036517e+00
3.390710555781557556e-01,-7.732590270658209697e+00
-3.517192076742972517e+00,-5.225977444244095160e+00
5.497968640768323034e+00,4.485077931392396522e+00
2.842456232521593407e+00,-7.115809251126140822e+00
7.027595603527078794e+00,4.886512682408127084e+00
6.771753995774334456e+00,-5.729161362782611455e+00
1.646511418152243555e+00,-7.385825796962389056e+00
7.474773002375970421e+00,5.151428818918699193e+00
6.916836390250246325e+00,3.149612850965818112e+00
8.325018216601112186e+00,4.391791853609920082e+00
-2.113064016666265310e+00,-7.745916655759444325e+00
-2.883931332836771944e+00,-6.839693547895868697e+00
-1.263268448916405662e+00,-8.207401213949546914e+00
7.942351535357509817e+00,7.268295393751994737e+00
-2.173938389976929564e+00,-9.044222915762166082e+00
9.174201472309874816e+00,4.188704128281668382e+00
-4.256517809649120743e+00,-5.284833651937483445e+00
-6.343352633244765393e-01,-5.535347998894912358e+00
-1.965876776769281076e+00,-7.723464078948386380e+00
-6.722356681234225029e-01,-5.605864825545932462e+00
-1.929958667032626307e+00,-7.271893791371333293e+00
5.021907776674169988e+00,-4.589172926815074938e+00
6.289172926714904577e+00,-7.435344350494370147e+00
-1.579020406423418565e+00,-7.924782035305042882e+00
-2.365563358485485601e+00,-9.163734269463862603e+00
7.391271295445937639e+00,3.855830643788233036e+00
-3.878448224814061707e-01,-6.252583977289646988e+00
-3.057563108553341902e+00,-3.106319643790229179e+00
-1.019554077018923977e+00,-6.498427784148736563e+00
2.972287224264715810e-01,-9.225689089186190017e+00
7.371127167758351639e+00,2.383428911039128906e+00
-3.896705269162676899e+00,-3.144635492162994872e+00
5.780906886181296223e+00,-6.835587691435575763e+00
